Post title,Post link,Post type,Campaign name,Posted by,Created date,Campaign start date,Campaign end date,Audience,Impressions,Views (Excluding offsite video views),Offsite Views,Clicks,Click through rate (CTR),Likes,Comments,Reposts,Follows,Engagement rate,Content Type
"Unlock Your Creative Potential in Engineering! Join our Exclusive Workshop on July 26th! 🎉
Are you an experienced engineer looking to supercharge your creativity and innovation skills? 🛠️🔍 Are you ready to take your problem-solving abilities to the next level? Look no further! 🚀
📅 Date: July 26, 2023
🕡 Time: 18:30
📍 Location: Zoom 

🎯 Limited Seats Available! Register Now: 

https://lnkd.in/d5mpQyM5

This hands-on virtual workshop is tailored for engineers with experience, aiming to:
🔹 Enhance your creative problem-solving skills
🔹 Foster innovation in your projects and tasks
🔹 Unlock fresh perspectives and breakthrough ideas
🔹 Empower you to think outside the box and overcome challenges

#TsofenOrganization #EngineeringCreativity #InnovationWorkshop #EngineeringExcellence #ZoomEvent #LimitedSeats Edmond de Rothschild Tsofen تسوفن צופן Lujain Adawi Abdelrazek Mona Tannous Rizik Juman Sharif Maisam Jaljuli
",https://www.linkedin.com/feed/update/urn:li:activity:7088787243976318976,Organic,,Kinneret Belzer,07/23/2023,,,All followers,1149,,,33,0.028720627,9,1,0,,0.037423845,
"🔔 Last call, LinkedIn community! 🚀 ONLY 10 SPOTS LEFT! 🏃‍♂️🏃‍♀️ 
Our upcoming meetup with the brilliant LinkedIn Israel team is just around the corner, and we have an update! There are only 10 spots left. Don't miss out on this exceptional chance to elevate your #career profile to stellar heights! ⭐️
Every participant will walk away with a special token of appreciation 🎁
Hurry and secure one of the last spots by registering right now!
📅 Date: July 23
⏰ Time: 18:00 - 20:30
📍 Location: Linkedin Offices TLV

🔗 Last few spots! Register here: https://lnkd.in/dZG7zv2a

Time is ticking, and these last seats won't stay vacant for long! Can't wait to see you there! 🎉

USAID #tech_bridges Maisam Jaljuli Islam Hag Yahya Layan Bathish",https://www.linkedin.com/feed/update/urn:li:activity:7087707589253246977,Organic,,Kinneret Belzer,07/20/2023,,,All followers,1199,,,57,0.047539618,17,4,0,,0.065054215,
"📣 More exciting news from the #Tsofen boardroom! We're thrilled to welcome Alon Bar-Shany as our latest addition to the board.

With a notable 25-year tenure at HP Indigo, Alon has held various key roles including CFO, Corporate VP Finance, and notably, as CEO for an impressive 16 years. Under his transformative leadership, Alon managed to grow the company by over $1 billion in revenues, a testament to his vision and commitment.

Currently serving as chairman of Redefine Meat, Twine Solutions Ltd, and Highcon, Alon's wealth of experience and #leadership  will undoubtedly guide Tsofen as we continue to advance our mission.

Join us in extending a warm welcome to Alon. We are eagerly looking forward to our journey together!

#Welcome #NewBoardMember #Leadership #Innovation #Tsofen Tsofen تسوفن צופן",https://www.linkedin.com/feed/update/urn:li:activity:7086994234372685824,Organic,,Kinneret Belzer,07/18/2023,,,All followers,853,,,8,0.009378663,5,1,0,,0.01641266,
"📣 We are thrilled to announce the appointment of fadi aboud to Tsofen's Board!
Fadi brings with him an illustrious background from his ongoing work as an Intel Fellow at Intel Corporation. Operating at the frontline of innovation at Intel's Haifa design center, Fadi has proven his acumen in advanced techniques and solutions in system and IP power and performance modeling. His leadership in optimizing these aspects across all major client and server products has been a cornerstone of Intel's success.
One of his most significant contributions is leading Intel's 'Machine Learning for design' initiative, where his vision is not just to use, but to revolutionize #ai  and #machinelearning in transforming Intel's design processes. From architecture definition to design execution and even post-silicon stages, Fadi is shaping the future of design processes at Intel.
Holding a B.Sc. in Electrical Engineering from the Technion, Fadi's experience and knowledge add a new dimension to our board. We are confident his visionary approach and technical expertise will help Tsofen move forward in our mission.
Welcome aboard, Fadi! We look forward to an exciting journey ahead.
#NewBoardMember #Welcome #Leadership #Innovation #Tsofen Tsofen تسوفن צופן",https://www.linkedin.com/feed/update/urn:li:activity:7086602333316390913,Organic,,Kinneret Belzer,07/17/2023,,,All followers,1514,,,35,0.02311757,15,1,0,,0.033685602,
"Did you know that  58% of Arab tech and engineering students are women, but Arab women constitute just 1% of the tech workforce in Israel ? 
Tsofen تسوفن צופן  together with our industry partners are working hard to #chsnge this narrative and foster a more diverse tech industry! #Inclusion #Diversity #TechIndustry

Meta Intuit Israel KLA Boston Scientific   Apple 

https://lnkd.in/dfyzUZJs",https://www.linkedin.com/feed/update/urn:li:activity:7086317885765169152,Organic,,Kinneret Belzer,07/16/2023,,,All followers,2618,,,93,0.035523299,35,0,0,,0.048892286,
"Over 100 Arab & Jewish #women  participated in our 'InspireHER Women's Conference in Tech.' 

The event underscored the #collective  #power of women from different backgrounds working together in the industry. 

Attendees benefited from enlightening #lectures, from Tsofit Zazon  & Hilla Bakshi and meaningful discussions led by industry trailblazers. They explored the unique #challenges women face in the industry and shared practical #strategies  for surmounting them. 

It was also a platform for these dedicated women to #connect with each other, fostering a sense of shared vision. 

We express our sincere gratitude to our partners at Apple, Boston Scientific, KLA, Meta and Intuit Israel. This event marked another step towards inclusivity and empowerment in the industry, and we look forward to many more!!!!

#INSPIREher #WomenInTech #diversityintech #tech_bridges USAID תעסוקדע Forsatech 

Amal Baballah Hiba Abu Zarad Sveta Grechin Meital Nachum janan awawdy 
Tsofen تسوفن צופן Maisam Jaljuli Merav Boaz - Boozy מירב (בוזי) בועז Naama Nagar Rawan Qudsi kawkab wattad Walaa Ibrahim Arthur Blecher Likaa' Abu Nimer Kinneret Belzer  Raya Najjar Hila Barzily Ortal . Alex Kornev Osnat Haj Yahia Sujood Nassar Manal Saabni",https://www.linkedin.com/feed/update/urn:li:activity:7083900220115230720,Organic,,Kinneret Belzer,07/09/2023,,,All followers,2708,,,688,0.254062027,35,1,1,,0.267725259,
"🔬 Round Table session #tomorrow  🔬 make sure to grab your seat !

1️⃣ Intuit  AI and gender bias - Discover the fascinating world of artificial intelligence and its impact on gender bias with Osnat Haj Yahia 

2️⃣ KLA  All about Development of Algorithms for Multi-disciplinary systems - Delve into the realm of multi-disciplinary systems and explore the development of algorithms with Sveta Grechin 

3️⃣ Boston Scientific  Scientific: Embark on a journey of cutting-edge technology and unparalleled professional growth with Hiba Abu Zarad  and Amal Baballah. Gain insights into the latest advancements and find out how you can shape the future of healthcare.

4️⃣ Apple  Image Quality - Discover the secrets behind exceptional image quality in the digital age with Meital Nachum. Uncover the techniques and innovations that enhance visual experiences and leave a lasting impact in the world of technology.

5️⃣ Meta  Redefining Boundaries and Riding the Waves of Gen AI - Step into the realm of Gen AI and witness the transformation of boundaries with janan awawdy  Awawdy. Explore the endless possibilities that arise from embracing new technologies and revolutionize the way we interact with the world.


Together, let's inspire, innovate, and create a future where diversity is celebrated and technology knows no bounds. See you there! 💫

#TsofenConference #TechInnovation #DiversityInTech #EmpoweringWomen #UnleashYourPotential Tsofen تسوفن צופן #tech_bridges",https://www.linkedin.com/feed/update/urn:li:activity:7082401439485968385,Organic,,Kinneret Belzer,07/05/2023,,,All followers,3775,,,730,0.19337748,48,3,5,,0.208211914,
"🌟 Exciting News! Only 3 more days to go! 🌟KLA Intuit Apple Boston Scientific Meta 

Join us for an engaging event filled with insightful lectures and interactive group sessions tailored to empower and connect professional women from diverse fields. 

The conference is designed to foster collaboration, promote female empowerment, and drive your professional growth to new heights!

To secure your spot, simply click on the link below. Don’t wait, spots are filling up fast!

👉 Register here: 


Let’s come together, uplift each other, and ignite a powerful wave of change in the professional landscape!

#tsofen #WomenEmpowerment #ProfessionalGrowth #NetworkingEvent

USAID Tsofen تسوفن צופן #tech_bridges Arthur Blecher Rawan Qudsi Maisam Jaljuli",https://www.linkedin.com/feed/update/urn:li:activity:7082001821711425536,Organic,,Kinneret Belzer,07/04/2023,,,All followers,735,,,16,0.021768708,4,0,0,,0.027210884,
"Join us and Meta Intuit Boston Scientific KLA Apple this Thursday! 

Here's a sneak peek of the agenda:
➡️ 17:00 - 17:15 - Mingling & refreshments
➡️ 17:15 - 17:30 - Opening remarks Maisam Jaljuli
➡️ 17:30 - 17:50 - 'My Success Journey,' by Tsofit Zazon guaranteed to #inspire .
➡️ 17:50 - 18:30 - Sharpen your edge! Hilla Bakshi talks all about #networking 
➡️ 18:45 - 20:00 - Round Tables sessions led by Intuit Meta Boston Scientific KLA Apple

Looking forward to seeing the innovative ideas and powerful connections! 

Registration is FREE but make sure to grab your seat today:

https://lnkd.in/dHiP5gdg


USAID Forsatech Tsofen تسوفن צופן תעסוקדע #tech_bridges

Rawan Qudsi Angela Obeid Sokkar Arthur Blecher Kinneret Belzer Merav Boaz - Boozy מירב (בוזי) בועז Hila Barzily janan awawdy Alex Kornev Hiba Abu Zarad Amal Baballah Osnat Haj Yahia Ortal . Sveta Grechin Vicky Palatnik (she/her) Likaa' Abu Nimer Meital Nachum Walaa Ibrahim ",https://www.linkedin.com/feed/update/urn:li:activity:7081197964764884992,Organic,,Kinneret Belzer,07/02/2023,,,All followers,1587,,,86,0.054190297,36,5,17,,0.090737239,
"👋 Hey LinkedIn community! 🌟
We are thrilled to share an incredible opportunity for all of you to connect with the remarkable LinkedIn Israel team and take your #career profile to new heights! 🚀 Our upcoming meetup, in collaboration with LinkedIn Israel, promises to be an exciting event that you won't want to miss!
🎁 As a token of our appreciation, every participant will receive a special gift  🙌 With limited spots available, we encourage you to secure your place by registering right away!
📅 Date: July 23
⏰ Time: 18:00 - 20:30 
📍 Location: Linkedin Offices TLV
🔗 Registration Link: https://lnkd.in/dZG7zv2a

Islam Hag Yahya Layan Bathish Maisam Jaljuli Tsofen تسوفن צופן",https://www.linkedin.com/feed/update/urn:li:activity:7080081328968208384,Organic,,Kinneret Belzer,06/29/2023,,,All followers,1478,,,51,0.03450609,26,3,3,,0.056156971,
"Tsofen تسوفن צופן staff had an #Incredible experience visiting Babcom Centers this week! 

Imad Telhami 's vision of combining business with a social mission, truly resonated with us! 

Feeling inspired and thankful for the hospitality of the #Babcom team. 

Looking forward to future collaborations. 

#Inspiration #Partnership #SocialImpact #tsofen 

Maisam Jaljuli Merav Boaz - Boozy מירב (בוזי) בועז Naama Nagar Walaa Ibrahim kawkab wattad Rawia Khoury Zaher Rawan Qudsi",https://www.linkedin.com/feed/update/urn:li:activity:7079893149753520128,Organic,,Kinneret Belzer,06/28/2023,,,All followers,1194,,,52,0.043551087,24,0,0,,0.063651592,
"🌙🐑 Eid Mubarak! Wishing you a joyous and blessed Eid al-Adha! 🌙🐑
Tsofen تسوفن צופן extends warm greetings to all our beneficiaries, partners, supporters, and friends. May this Eid bring immense happiness, prosperity, and harmony to your lives.
",https://www.linkedin.com/feed/update/urn:li:activity:7079387246113546240,Organic,,Kinneret Belzer,06/27/2023,,,All followers,1018,,,4,0.003929273,27,2,0,,0.032416504,
"Tsofen تسوفن צופן is excited to announce the Jewish & Arab Women's Conference in Tech. #InspireHER 🌍👩‍💻This is a great opportunity for #students, #juniors and all #womenintech to expand #horizons , #connect with hi-tech companies and broaden professional networks.
🎙️ We are thrilled to have Hilla Bakshi a trailblazer in the industry, as our #keynotespeaker. Hilla will be sharing her insights on #networking, undoubtedly a critical skill in the #hitech industry. 
Following the talk, attendees will have a unique chance to join round table discussions hosted by some of the global giants in the #tech industry: Apple, KLA Boston Scientific, and Intuit. The conversations will focus on tech topics, and the informal setting is designed to foster open, impactful dialogue.

🔗 Join us to bridge cultural divides, drive diversity, and promote gender equality in tech. Participation is FREE but seats are filling up fast. Make sure to grab your seat. Registration link in the first comment below. 

Let's prove that technology knows no boundaries when it comes to collaboration and innovation!

Looking forward to seeing you there!

#JewishArabTechConference #WomenInTech #Networking #DiversityInTech USAID #tech_bridges

Ortal . Alex Kornev Likaa' Abu Nimer Vicky Palatnik (she/her) Rawan Qudsi Maisam Jaljuli Arthur Blecher Walaa Ibrahim Kinneret Belzer Osnat Haj Yahia Sveta Grechin Hiba Abu Zarad Amal Baballah Meital Nachum",https://www.linkedin.com/feed/update/urn:li:activity:7078658074718158848,Organic,,Kinneret Belzer,06/25/2023,,,All followers,1402,,,38,0.027104137,28,2,14,,0.058487874,
"Thanks Dell Technologies for hosting us today! #techmeetup #careersatdell #dell_technologies #mosiac #tsofen

walaa hamzy Lujain Adawi Abdelrazek Juman Sharif Maisam Jaljuli Yara Yazbek Tsofen تسوفن צופן",https://www.linkedin.com/feed/update/urn:li:activity:7077730016582598656,Organic,,Kinneret Belzer,06/22/2023,,,All followers,1041,,,18,0.017291067,29,0,1,,0.046109509,
"Last week, Tsofen تسوفن צופן staff had an incredible opportunity to visit Intel Corporation gaining firsthand experience of the company's dynamic work environment.  The staff received a guided tour where we had the privilege of meeting Shani Ovadia, a dedicated Diverse Hiring Lead who provided valuable insights into the company's recruitment processes at all levels. Shani also highlighted Intel's impressive tools and initiatives designed to support Arab candidates throughout their journey.
Huge #thankyou to Shani and Intel Corporation for their warm hospitality and the incredible learning experience.
This visit further strengthens our commitment to fostering #diversityinclusion, and collaboration with the #tech industry. We look forward to continuing our amazing partnership with Intel and creating new opportunities for talented individuals in the Arab community.
#learning #recruitment #IntelPartnership #DiversityInTech",https://www.linkedin.com/feed/update/urn:li:activity:7077254376175673344,Organic,,Kinneret Belzer,06/21/2023,,,All followers,1221,,,31,0.025389025,21,1,3,,0.045864046,
"🌟 Don't miss out on this incredible opportunity 🚀 Happening TODAY!
Last chance to register for the Personal Branding & Networking Workshop, beginning 18:00 at Café Greg, located in Wadi Ara. 📅
We are thrilled to have Raneen Saabneh, an expert in the field of Recruitment and HR, leading this power-packed session. With her experience working with companies like Microsoft, Raneen is all set to equip you with invaluable insights and strategies. 💼✨
Whether you're searching for a job in the high-tech market or aiming to climb the ladder within your current organization or beyond, this workshop is designed to empower you with the additional tools and skills you need. 🛠️💪
Don't wait any longer! Secure your spot now by registering through the link below and take the next step towards a successful career journey. ⬇️

Tsofen تسوفن צופן #NetworkingWorkshop #PersonalBranding #CareerDevelopment #ProfessionalGrowth",https://www.linkedin.com/feed/update/urn:li:activity:7077202739054673920,Organic,,Kinneret Belzer,06/21/2023,,,All followers,750,,,5,0.006666667,11,2,1,,0.025333334,
"Calling #techstudents and recent #graduates! Are you navigating a tricky #jobmarket ? Are you seeking to turbocharge your #skillset? Tsofen has the perfect opportunity for you! Introducing our Full Stack Java Development Bootcamp - a comprehensive, immersive two-month journey that will elevate your tech game to new heights. 
Dive deep into the most widely used programming languages in today's high-tech landscape and apply your newfound knowledge by building a real-world project that you will present to seasoned programmers.
But we don't stop at technical skills! Our #bootcamp also includes preparatory training to equip you with the #tools necessary to make a confident and successful entry into the job market.
Here's what you need to know:
🗓️ When: Starting July 24th, Monday through Thursday
⏰ Time: 09:00 AM to 4:30 PM
📍 Where: Nazareth 
Spots are filling fast - so don't wait. Embark on your tech career transformation with Tsofen. Register now and secure your place in this career-altering journey! Registration link at the first comment below. 

#TechBootcamp #JavaDevelopment #FullStack #Coding #Tsofen #NazarethTech #CareerTransformation

USAID Tsofen تسوفن צופן Forsatech תעסוקדע",https://www.linkedin.com/feed/update/urn:li:activity:7076821746724552704,Organic,,Kinneret Belzer,06/20/2023,,,All followers,1706,,,50,0.029308323,14,1,1,,0.038686987,
"We are excited to share this inspiring post from Rana Daoud highlighting the profound impact of Tsofen تسوفن צופן's mentoring program. Her journey reflects the transformative power of guidance and support. #MentorshipMatters #CareerSuccess #TransformativeJourney

USAID Edmond de Rothschild Foundations Mwassi Ahmad #tech_bridges Maisam Jaljuli Lujain Adawi Abdelrazek",https://www.linkedin.com/feed/update/urn:li:activity:7076454815337168896,Organic,,Kinneret Belzer,06/19/2023,,,All followers,1190,,,40,0.033613447,5,0,0,,0.037815128,
"Why is it that two individuals, one #Arab and one #jewish, both with the same education and aspirations, face different #opportunities  in the hi-tech sector? There are many complex reasons, but the common thread is the need for #change . At the Tsofen تسوفن צופן  Conference, we embarked on discussions to identify the steps required to bridge these gaps. #tech_bridges

USAID Bank Hapoalim בנק הפועלים Babcom High-Tech Meitar | Law Offices Cadence Design Systems Israel Innovation Authority רשות החדשנות תעסוקדע ynet Maisam Jaljuli Merav Boaz - Boozy מירב (בוזי) בועז 

#IntegrationMatters #DiversityandInclusion #HiTechIndustry #collaboration 



https://lnkd.in/dzsdYZpQ",https://www.linkedin.com/feed/update/urn:li:activity:7075370198245027841,Organic,,Kinneret Belzer,06/16/2023,,,All followers,996,,,22,0.022088353,18,0,1,,0.041164659,
"Our annual High School #hackathon at Tel Aviv University is happening today. We believe in the power of #youngminds  and #technology, and this event embodies it completely!
90 of the brightest high school students from nationwide are competing, not just for the sake of competition, but to find solutions to real-world problems. They're #coding applications aimed at solving environmental challenges - a mission we all can get behind. 
What's remarkable is the support system - experienced #engineers and engineering students mentoring these young innovators, passing the torch to the next generation! 
Thank you Tel Aviv University for hosting us and to the incredible Noam Eliaz and youssef masharawi ! Huge #kuddos to the one and only Manal Saabni and to all of the hardworking Tsofen تسوفن צופן staff for organizing such a successful event. Maisam Jaljuli 
",https://www.linkedin.com/feed/update/urn:li:activity:7075186165489840128,Organic,,Kinneret Belzer,06/15/2023,,,All followers,1375,,,104,0.075636365,24,0,1,,0.09381818,
"#snapshots from Tsofen's Annual Conference. Let's continue to embrace #diversity, foster #inclusion, and pave the way for a brighter, more innovative #future together! 🌟💼 #tech_bridges

USAID Bank Hapoalim בנק הפועלים Meitar | Law Offices Babcom High-Tech Cadence Design Systems תעסוקדע Ministry of Innovation, Science and Technology, Government of Israel Israel Innovation Authority רשות החדשנות Maisam Jaljuli Merav Boaz - Boozy מירב (בוזי) בועז Tsofen تسوفن צופן Ramzi halabi

#TsofenAnnualConference #TechIndustry #DiversityandInclusion #Networking #Innovation

photo credit: Baloot ADV advertising agency",https://www.linkedin.com/feed/update/urn:li:activity:7074406348087525376,Organic,,Kinneret Belzer,06/13/2023,,,All followers,2524,,,586,0.232171163,43,1,1,,0.25,
"Wow! 🎉🙌 Thank you to everyone who came out today to our #2023TsofenAnnualConference 🌟 We loved seeing all of the talented #professionals, #entrepreneurs, and industry #leaders and appreciate all of the incredible and inspiring speakers, and the insightful discussions. 

A heartfelt #thankyou  goes out to the #organizers, #volunteers, and #sponsors  who worked tirelessly to make this conference such a success. 

The Tsofen Annual Conference serves as a powerful platform to connect, learn, and collaborate, creating opportunities for growth and change. See you all next year! 

 #TsofenConference #Grateful #Inspired #tech_bridges USAID Israel Innovation Authority רשות החדשנות Bank Hapoalim בנק הפועלים Babcom High-Tech  Meitar | Law Offices AFIFI GROUP Cadence Design Systems תעסוקדע Maisam Jaljuli Merav Boaz - Boozy מירב (בוזי) בועז",https://www.linkedin.com/feed/update/urn:li:activity:7074101230343512064,Organic,,Kinneret Belzer,06/12/2023,,,All followers,3517,,,1032,0.293431908,90,0,4,,0.320159227,
"#TsofenAnnualConference2023 #livestream  ynet 

https://lnkd.in/dWrkEAKf",https://www.linkedin.com/feed/update/urn:li:activity:7074002544896671744,Organic,,Kinneret Belzer,06/12/2023,,,All followers,1077,,,32,0.029712163,8,1,0,,0.038068708,
"The 2023 Annual Tsofen Conference is today! #soldout. 
Participants will receive the #oppurtunity to hear from Samar Bashara, Philanthropic Foundation Manager at Bank Hapoalim בנק הפועלים Samar brings a wealth of expertise in #philanthropic foundation management, #communityrelations , #strategyimplementation , and #evaluationsystems development. Join us as we explore innovative strategies and initiatives to promote Arab integration in the hi-tech industry.
#TsofenConference #KeynoteSpeaker #Philanthropy #FinancialManagement #SalesStrategies #Innovation #Leadership #bankhapoalim #tech_bridges

USAID Tsofen تسوفن צופן Bank Hapoalim בנק הפועלים Israel Innovation Authority רשות החדשנות",https://www.linkedin.com/feed/update/urn:li:activity:7073920951586873344,Organic,,Kinneret Belzer,06/12/2023,,,All followers,602,,,14,0.023255814,6,0,0,,0.03322259,
"Roi Herzog from The Ministry of Labor will be speaking today at the #2023TsofenAnnualConference! Roi Herzog has always promoted embracing #diversity and promoting #inclusivity, to drive #growth of the hi-tech sector. 

USAID #tech_bridges Forsatech תעסוקדע Tsofen تسوفن צופן",https://www.linkedin.com/feed/update/urn:li:activity:7073918517636399104,Organic,,Kinneret Belzer,06/12/2023,,,All followers,624,,,12,0.01923077,3,0,0,,0.024038462,
"Karin Mayer Rubinstein, CEO & President of IATI - Israel Advanced Technology Industries will be moderating the panel discussion on #dei at tomorrow's #2023TsofenConference. Industry leaders will join the conversation, offering valuable #insights  into promoting diversity, equity, and inclusion in the workforce. Don't miss this engaging session! #EmploymentDiversification #DEI #Leadership #ConferenceModerator #DiversityandInclusion #IndustryInsights USAID",https://www.linkedin.com/feed/update/urn:li:activity:7073672031216541696,Organic,,Kinneret Belzer,06/11/2023,,,All followers,550,,,4,0.007272727,2,0,0,,0.010909091,
"Tomorrow is the big day! Ram Levinson will also join us at the #2023TsofenConference to share his insights on the latest #trends , #challenges , and #opportunities  in the #hitech  landscape. His expertise will provide invaluable #perspectives on how to navigate the ever-evolving tech industry and stay ahead of the curve.",https://www.linkedin.com/feed/update/urn:li:activity:7073670120862007296,Organic,,Kinneret Belzer,06/11/2023,,,All followers,712,,,27,0.037921347,2,0,0,,0.040730339,
"Great article by ynet highlighting Tsofen تسوفن צופן's recent #survey's finding which revealed that less than half (!) of Arab engineers reported engaging in deep discussions on topics such as #identity  and Arab-Jewish relations. The findings highlight the need for improved #dialogue  and a more #inclusive  work environment to leverage the benefits of #diversity  in the hi-tech sector. 

This finding along with others will be spoken about tomorrow at Tsofen's 2023 Annual Conference...see you there! Maisam Jaljuli Naama Nagar Merav Boaz - Boozy מירב (בוזי) בועז

#DiversityMatters #InclusiveWorkplace #BridgeTheDivide #HiTechIndustry #ArabJewishRelations #OpenDialogue #WorkplaceEquality #PromotingInclusion #HarnessingDiversity #TechIndustryChallenges #tech_bridges USAID




https://lnkd.in/dSr39mDY",https://www.linkedin.com/feed/update/urn:li:activity:7073635116324913152,Organic,,Kinneret Belzer,06/11/2023,,,All followers,775,,,14,0.018064516,6,0,0,,0.025806451,
"Thanks Palo Alto Networks for hosting us and Merav Pirak for your valuable insights, equipping our students with the essential tools to navigate the challenging waters of #technicalinterviews. 
#InterviewTips #TechJobs #ProblemSolving #Tsofen",https://www.linkedin.com/feed/update/urn:li:activity:7073631288468865025,Organic,,Kinneret Belzer,06/11/2023,,,All followers,1407,,,67,0.047619049,3,1,0,,0.050461974,
"Hassan Towafra, Director General at the Authority for the Economic Development of the Arab minority, will be a featured speaker at our upcoming conference. 📣Hassan's dedication to fostering #economicdevelopment and #empowerment  within the Arab #community  is truly awe-inspiring. His work illustrates the power of inclusion and diversity in driving societal growth and progress. 🌍🙌We can't wait to hear from Hassan and learn from his experiences. 

Register here: https://lnkd.in/dzMQ8_J5

#tech_bridges #tsofenconference2023 #technology #diversityandinclusion 

USAID Bank Hapoalim בנק הפועלים AFIFI GROUP Cadence Design Systems Babcom High-Tech תעסוקדע Israel Innovation Authority רשות החדשנות IATI - Israel Advanced Technology Industries Meitar | Law Offices Tsofen تسوفن צופן Maisam Jaljuli ",https://www.linkedin.com/feed/update/urn:li:activity:7072897625045237761,Organic,,Kinneret Belzer,06/08/2023,,,All followers,542,,,15,0.027675277,7,1,0,,0.042435423,
"We are absolutely delighted to announce that Jumana Nsier Hakim, D&I Community Program Manager at Microsoft, will be speaking at our upcoming conference! 🎉🎙️Jumana is a champion of #diversityandinclusion and her efforts in driving forward these crucial principles within Microsoft's global community have been truly transformative. Her work embodies the power of diversity in fostering innovation, growth, and community building. 🌍🌈

Make sure to register: https://lnkd.in/dzMQ8_J5

#TsofenConference2023 #tech_bridges #dei #sharedsociety #EmpowermentInTech #InclusiveTech 

USAID Bank Hapoalim בנק הפועלים Meitar | Law Offices Babcom High-Tech AFIFI GROUP IATI - Israel Advanced Technology Industries Israel Innovation Authority רשות החדשנות תעסוקדע Tsofen تسوفن צופן
",https://www.linkedin.com/feed/update/urn:li:activity:7072814580422385665,Organic,,Kinneret Belzer,06/08/2023,,,All followers,959,,,19,0.019812305,11,0,1,,0.032325339,
"We're thrilled to announce that Yossi Matias, VP Google and a leading voice in the world of #ai #technology and #innovation , will be joining our speaker lineup at this year's conference. 💡🚀
With his groundbreaking work in #ai , #searchengines , and #crisisresponse  technologies, Matias is a pioneering figure in harnessing the power of technology to create a positive impact on a global scale. 🌍🤖

Make sure to register: https://lnkd.in/dzMQ8_J5

#TsofenConference2023 #leadership #tech_bridges #ProfessionalDevelopment

Bank Hapoalim בנק הפועלים Meitar | Law Offices Babcom High-Tech AFIFI GROUP Israel Innovation Authority רשות החדשנות תעסוקדע IATI - Israel Advanced Technology Industries USAID

Maisam Jaljuli Merav Boaz - Boozy מירב (בוזי) בועז Ramzi halabi ",https://www.linkedin.com/feed/update/urn:li:activity:7072626008910102528,Organic,,Kinneret Belzer,06/08/2023,,,All followers,674,,,21,0.03115727,8,0,1,,0.044510387,
"Today, we were hosted at the offices of LinkedIn for a dynamic meeting with their exceptional team. The discussions centered around fostering #strategic partnerships and forging closer ties. Stay tuned for exciting developments ahead! #Collaboration #Partnerships #Innovation #Tsofen #LinkedInIsrael

Tsofen تسوفن צופן Islam Hag Yahya Layan Bathish Mohamed Abu Baker Yuval Illouz Omer Naar Ehud Ben Haim Maisam Jaljuli",https://www.linkedin.com/feed/update/urn:li:activity:7071823480001839104,Organic,,Kinneret Belzer,06/06/2023,,,All followers,1762,,,66,0.037457436,36,5,1,,0.061293986,
"Tsofen تسوفن צופן's Annual Conference 2023 - is coming up next week! 

Here's a sneak peek at some of the not-to-be-missed highlights:

🎥 Engaging testimonial videos from Tsofen Alumni tracing their unique paths.
💡 Engrossing panel dialogues focusing on #diversityequityinclusion in the #workplace, fostering #entrepreneurship , and sparking #innovation in the public sphere, plus much more!

Make sure to secure your seat for an enriching day filled with a roster of #dynamic speakers, intellectually stimulating panels, and unrivaled #networking sessions. You'll gain direct insights from stalwarts of the #techindustry and alumni, and discover the potent impact of our collaborative initiatives with USAID.


Register here: https://lnkd.in/dzMQ8_J5

#TsofenConference2023 #leadership #tech_bridges #ProfessionalDevelopment 


Bank Hapoalim בנק הפועלים Meitar | Law Offices Babcom High-Tech AFIFI GROUP Edmond De Rothschild Partnerships Israel Innovation Authority רשות החדשנות תעסוקדע IATI - Israel Advanced Technology Industries

Maisam Jaljuli Merav Boaz - Boozy מירב (בוזי) בועז Ramzi  Office of the President of the state of Israel  ",https://www.linkedin.com/feed/update/urn:li:activity:7071761883216646144,Organic,,Kinneret Belzer,06/06/2023,,,All followers,977,,,51,0.052200615,11,1,2,,0.066530198,
"🎉 It's finally here! We're thrilled to share the lineup for Tsofen تسوفن צופן's Annual Conference 2023.
Join us for a day packed with #inspirational  speakers, thought-provoking panels, and #networking  opportunities. Hear firsthand from #techindustry  leaders and alumni, and learn about our impactful joint activities with USAID.
Highlights include:
📣 Opening Remarks from esteemed personalities such as President Yitzhak Herzog!
🎥 Tsofen Alumni videos sharing their journey.
💡 Panel discussions on #diversityequityinclusion in Employment, Entrepreneurship and Innovation in the Public Sphere and more!

We invite all of you to be part of this incredible event. It's an opportunity to connect, learn, and get inspired.
🔗 Register here: https://lnkd.in/dzMQ8_J5

See you there! 💼🚀🤝

#Tsofen2023 #DiversityInTech #Innovation #Networking #TechConference

USAID Bank Hapoalim בנק הפועלים Meitar | Law Offices Babcom High-Tech AFIFI GROUP Edmond De Rothschild Partnerships Israel Innovation Authority רשות החדשנות תעסוקדע

Maisam Jaljuli Merav Boaz - Boozy מירב (בוזי) בועז Ramzi halabi Dadi Perlmutter Office of the President of the state of Israel IATI - Israel Advanced Technology Industries ",https://www.linkedin.com/feed/update/urn:li:activity:7070302467875348480,Organic,,Kinneret Belzer,06/02/2023,,,All followers,1727,,,201,0.116386801,32,4,4,,0.139548346,
